regime,stratum_type,stratum,candidate,reference,reference_short,row_count,macro_f1_difference,macro_f1_ci95_low,macro_f1_ci95_high,macro_f1_seed_std,accuracy_difference,accuracy_ci95_low,accuracy_ci95_high,bootstrap_draws,bootstrap_seed,algorithm_seed_count
hard_interference,jammer_family,sweep,a5_vimd_full,iqformer_inspired,IQFormer,865,-0.10367152880767164,-0.1342891886719408,-0.07019372876214582,0.03928765732420849,-0.07872832369942198,-0.11254624277456647,-0.042196531791907514,1500,20260812,10
hard_interference,jammer_family,partial_band,a5_vimd_full,a0_backbone,A0,854,0.038331094322391096,0.02008984709700086,0.05872812886606883,0.018673029920474767,0.03969555035128804,0.0189695550351288,0.06241217798594849,1500,20260812,10
hard_interference,jammer_family,partial_band,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,854,0.014162941758148972,-0.008891397006014129,0.03750590963927521,0.011247111604046919,0.04660421545667447,0.02242096018735363,0.07055327868852457,1500,20260812,10
hard_interference,jammer_family,partial_band,a5_vimd_full,iqformer_inspired,IQFormer,854,-0.08183002417931454,-0.10872074807201061,-0.0542745749669373,0.02147608320266805,-0.06557377049180328,-0.0923331381733021,-0.039689695550351324,1500,20260812,10
hard_interference,jammer_family,comb,a5_vimd_full,a0_backbone,A0,825,0.07743526271200289,0.05780501191228555,0.09651054297079957,0.017358955831862703,0.07078787878787877,0.05035454545454545,0.09103636363636361,1500,20260812,10
hard_interference,jammer_family,comb,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,825,0.1315821878594449,0.10542199168626946,0.15777803819863984,0.020853644015398777,0.15406060606060606,0.12696666666666667,0.18084848484848487,1500,20260812,10
hard_interference,jammer_family,comb,a5_vimd_full,iqformer_inspired,IQFormer,825,0.026717859140598578,-0.003820240298979533,0.0584344116020661,0.030580047933376275,0.0418181818181818,0.009875757575757578,0.07200000000000001,1500,20260812,10
hard_interference,target_profile_index,0,a5_vimd_full,a0_backbone,A0,1728,0.048367627775528874,0.03601490705484469,0.06177428362129127,0.013757268970357657,0.0449074074074074,0.030842013888888888,0.06004774305555552,1500,20260812,10
hard_interference,target_profile_index,0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1728,0.06145341778411686,0.043682384217846884,0.08140486330724497,0.01502056242995372,0.0974537037037037,0.07887731481481482,0.11800347222222218,1500,20260812,10
hard_interference,target_profile_index,0,a5_vimd_full,iqformer_inspired,IQFormer,1728,-0.039613057182947616,-0.06105221617349965,-0.015816805009768158,0.02815802048793625,-0.013599537037037052,-0.03680844907407408,0.011232638888888856,1500,20260812,10
hard_interference,target_profile_index,2,a5_vimd_full,a0_backbone,A0,1677,0.042598193229354035,0.03037260523214119,0.05493843743972805,0.012168854179114376,0.039057841383422776,0.025757304710793082,0.05221079308288608,1500,20260812,10
hard_interference,target_profile_index,2,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1677,0.03575532845888245,0.017454156336428106,0.05358372381713188,0.012086190540790296,0.07429934406678593,0.0556350626118068,0.09233899821109122,1500,20260812,10
hard_interference,target_profile_index,2,a5_vimd_full,iqformer_inspired,IQFormer,1677,-0.05606671925789517,-0.0772983242612268,-0.03222293831165848,0.026069651412951197,-0.03214072748956469,-0.055129695885509845,-0.007629695885509855,1500,20260812,10
hard_interference,target_profile_index,3,a5_vimd_full,a0_backbone,A0,1595,0.04558737258654386,0.033158102800624985,0.05766638056775637,0.008899361693368538,0.04294670846394984,0.02783699059561129,0.057148902821316606,1500,20260812,10
hard_interference,target_profile_index,3,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1595,0.0489243302932874,0.03104310621393366,0.06847244432268744,0.012372382615483516,0.07768025078369907,0.05842319749216301,0.09718181818181816,1500,20260812,10
hard_interference,target_profile_index,3,a5_vimd_full,iqformer_inspired,IQFormer,1595,-0.04533246489933436,-0.06946021671329003,-0.022549916806008097,0.0318145971544778,-0.02752351097178683,-0.053363636363636356,-0.0032272727272727357,1500,20260812,10
hard_interference,speed_kmh,0,a5_vimd_full,a0_backbone,A0,1262,0.052495651546351496,0.03876681667776761,0.06633977881690421,0.011359273000297182,0.047464342313787634,0.03129556259904913,0.06339144215530904,1500,20260812,10
hard_interference,speed_kmh,0,a5_vimd_full,cssl_amc_supervised_adaptation,CSSL,1262,0.04426928555970049,0.024991231536813988,0.06362553912291974,0.004805251619756929,0.07606973058637086,0.055780507131537246,0.09695919175911247,1500,20260812,10
